flow duration,total fwd packets,total backward packets,total length of fwd packets,total length of bwd packets,fwd packet length max,fwd packet length min,fwd packet length mean,fwd packet length std,bwd packet length max,bwd packet length min,bwd packet length mean,bwd packet length std,flow bytes/s,flow packets/s,flow iat mean,flow iat std,flow iat max,flow iat min,fwd iat total,fwd iat mean,fwd iat std,fwd iat max,fwd iat min,bwd iat total,bwd iat mean,bwd iat std,bwd iat max,bwd iat min,fwd psh flags,bwd psh flags,fwd urg flags,bwd urg flags,fwd header length,bwd header length,fwd packets/s,bwd packets/s,min packet length,max packet length,packet length mean,packet length std,packet length variance,fin flag count,syn flag count,rst flag count,psh flag count,ack flag count,urg flag count,cwe flag count,ece flag count,down/up ratio,average packet size,avg fwd segment size,avg bwd segment size,fwd header length.1,fwd avg bytes/bulk,fwd avg packets/bulk,fwd avg bulk rate,bwd avg bytes/bulk,bwd avg packets/bulk,bwd avg bulk rate,subflow fwd packets,subflow fwd bytes,subflow bwd packets,subflow bwd bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active mean,active std,active max,active min,idle mean,idle std,idle max,idle min,label
295,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0,0,105084.7458,10169.49153,147.5,139.3000359,246,49,295,147.5,139.3000359,246,49,0,0,0,0,0,0,0,0,0,96,0,10169.49153,0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0,96,0,0,0,0,0,0,3,31,0,0,64,-1,1,32,0,0,0,0,0,0,0,0,0
4,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0,0,7750000,750000,2,1.414213562,3,1,4,2,1.414213562,3,1,0,0,0,0,0,0,0,0,0,96,0,750000,0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0,96,0,0,0,0,0,0,3,31,0,0,939,-1,1,32,0,0,0,0,0,0,0,0,0
436666,16,16,824,6659,253,0,51.5,84.37298146,1398,0,416.1875,582.4133948,17136.66738,73.28255463,14086,36959.53505,199365,0,414475,27631.66667,51440.85342,199365,47,414556,27637.06667,58632.69222,222042,0,0,0,0,0,532,520,36.64127731,36.64127731,0,1398,226.7575758,444.1235773,197245.7519,0,0,0,1,0,0,0,0,1,233.84375,51.5,416.1875,532,0,0,0,0,0,0,16,824,16,6659,29200,122,6,32,0,0,0,0,0,0,0,0,0
173200,10,5,759,815,517,0,75.9,161.6618212,677,0,163,293.4825378,9087.759815,86.60508083,12371.42857,21050.7885,50807,3,173200,19244.44444,27804.83051,65546,3,118512,29628,25766.4927,51363,370,0,0,0,0,332,168,57.73672055,28.86836028,0,677,98.375,202.5421355,41023.31667,0,0,0,1,0,0,0,0,0,104.9333333,75.9,163,332,0,0,0,0,0,0,10,759,5,815,65535,79,5,32,0,0,0,0,0,0,0,0,0
857392,2,0,12,0,6,6,6,0,0,0,0,0,13.99593185,2.332655308,857392,0,857392,857392,857392,857392,0,857392,857392,0,0,0,0,0,0,0,0,0,40,0,2.332655308,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,64240,-1,1,20,0,0,0,0,0,0,0,0,0
1489310,5,6,1153,1135,599,0,230.6,310.9482272,583,0,189.1666667,286.5131178,1536.281902,7.385970684,148931,253031.0737,847829,117,641481,160370.25,116331.0269,306624,23532,1465895,293179,422989.3066,1047315,81367,0,0,0,0,112,132,3.357259402,4.028711282,0,599,190.6666667,276.5936742,76504.06061,0,0,0,1,0,0,0,0,1,208,230.6,189.1666667,112,0,0,0,0,0,0,5,1153,6,1135,8192,984,4,20,0,0,0,0,0,0,0,0,0
90053633,3,3,18,0,6,6,6,0,0,0,0,0,0.199880887,0.066626962,18010726.6,24641179.22,45004082,15067,90038566,45019283,354.9676042,45019534,45019032,90038091,45019045.5,146.3711037,45019149,45018942,0,0,0,0,60,96,0.033313481,0.033313481,0,6,3.428571429,3.207134903,10.28571429,0,0,0,0,1,0,0,0,1,4,6,0,60,0,0,0,0,0,0,3,18,3,0,252,62,2,20,15497,63.63961031,15542,15452,45003786,418.6072145,45004082,45003490,0
301449,3,0,18,0,6,6,6,0,0,0,0,0,59.71159301,9.951932168,150724.5,213152.3894,301446,3,301449,150724.5,213152.3894,301446,3,0,0,0,0,0,0,0,0,0,60,0,9.951932168,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,8,6,0,60,0,0,0,0,0,0,3,18,0,0,232,-1,2,20,0,0,0,0,0,0,0,0,0
61842690,10,7,903,3250,504,0,90.3,164.9026986,2946,0,464.2857143,1096.983852,67.15425865,0.274891018,3865168.125,11611850.53,44989330,52,61842690,6871410,15159650.51,44989330,89,60535588,10089264.67,18188288.69,45042913,1487,0,0,0,0,212,164,0.161700599,0.113190419,0,2946,230.7222222,690.1516292,476309.2712,0,0,0,1,0,0,0,0,0,244.2941176,90.3,464.2857143,212,0,0,0,0,0,0,10,903,7,3250,8192,114,9,20,113381.5,101712.3607,185303,41460,30175145.5,20950420.64,44989330,15360961,0
4054568,21,13,5760,9244,1660,0,274.2857143,497.8572228,2634,0,711.0769231,800.3430995,3700.51754,8.385603596,122865.697,672582.0188,3868244,2,4054568,202728.4,863042.1902,3868244,3,126564,10547,33853.69185,117884,2,0,0,0,0,444,284,5.179343397,3.206260198,0,2634,428.6857143,649.997863,422497.2218,0,0,0,1,0,0,0,0,0,441.2941176,274.2857143,711.0769231,444,0,0,0,0,0,0,21,5760,13,9244,8192,2050,19,20,0,0,0,0,0,0,0,0,0
30387,1,1,53,106,53,53,53,0,106,106,106,0,5232.50074,65.81761938,30387,0,30387,30387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,32.90880969,32.90880969,53,106,70.66666667,30.59956427,936.3333333,0,0,0,0,0,0,0,0,1,106,53,106,20,0,0,0,0,0,0,1,53,1,106,-1,-1,0,20,0,0,0,0,0,0,0,0,0
5208426,6,4,800,557,391,0,133.3333333,199.6012692,545,0,139.25,270.514787,260.5393645,1.91996584,578714,1561487.112,4739319,59,5208367,1041673.4,2070588.153,4739319,218,5123157,1707719,2851786.529,5000559,37010,0,0,0,0,132,92,1.151979504,0.767986336,0,545,123.3636364,208.7013525,43556.25455,0,0,0,1,0,0,0,0,0,135.7,133.3333333,139.25,132,0,0,0,0,0,0,6,800,4,557,8192,60,5,20,0,0,0,0,0,0,0,0,0
5349045,3,1,0,0,0,0,0,0,0,0,0,0,0,0.747797037,1783015,3067655.678,5325212,14,5349045,2674522.5,3748641.041,5325212,23833,0,0,0,0,0,0,0,0,0,104,40,0.560847778,0.186949259,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,65535,0,32,0,0,0,0,0,0,0,0,0
189759,1,1,53,69,53,53,53,0,69,69,69,0,642.9207574,10.53968455,189759,0,189759,189759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,5.269842274,5.269842274,53,69,58.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,87.5,53,69,20,0,0,0,0,0,0,1,53,1,69,-1,-1,0,20,0,0,0,0,0,0,0,0,0
147719,10,4,720,975,469,0,72,147.7084215,837,0,243.75,400.8144833,11474.48873,94.77453814,11363,21222.00187,73769,10,147719,16413.22222,24276.10844,73769,10,50479,16826.33333,13668.0813,25204,1054,0,0,0,0,332,136,67.69609867,27.07843947,0,837,113,235.4749001,55448.42857,0,0,0,1,0,0,0,0,0,121.0714286,72,243.75,332,0,0,0,0,0,0,10,720,4,975,65535,61,5,32,0,0,0,0,0,0,0,0,0
4,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,9250000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,1,0,0,0,64,0,500000,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,119,-1,0,32,0,0,0,0,0,0,0,0,0
117612728,35,48,1115,62040,213,0,31.85714286,58.6320244,2920,0,1292.5,705.2751689,536.9741955,0.705705934,1434301.561,9096302.119,58920563,2,117612728,3459197.882,13995682.79,58920563,19,117534819,2500740.83,11967828.41,58995166,2,0,0,0,0,712,972,0.297586839,0.408119094,0,2920,751.8452381,823.1202096,677526.8794,0,0,0,1,0,0,0,0,1,760.9036145,31.85714286,1292.5,712,0,0,0,0,0,0,35,1115,48,62040,8192,64,34,20,155775.5,114699.0839,236880,74671,58611634.5,436890.8745,58920563,58302706,0
115363824,23,22,428,22619,302,0,18.60869565,61.78977492,2860,0,1028.136364,1320.816281,199.7766648,0.390070288,2621905.091,4374184.092,10093296,0,115363824,5243810.182,5013708.533,10129483,179,110667208,5269867.048,5139570.47,10129660,85,0,0,0,0,472,584,0.199369258,0.19070103,0,2860,501.0217391,1037.475536,1076355.488,0,0,0,1,0,0,0,0,0,512.1555556,18.60869565,1028.136364,472,0,0,0,0,0,0,23,428,22,22619,8192,343,22,20,44896.72727,28400.15378,130526,36187,10015735.27,32338.95943,10093296,9993166,0
3,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,12333333.33,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,64,0,666666.6667,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,118,-1,0,32,0,0,0,0,0,0,0,0,0
6,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0,0,5166666.667,500000,3,1.414213562,4,2,6,3,1.414213562,4,2,0,0,0,0,0,0,0,0,0,96,0,500000,0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0,96,0,0,0,0,0,0,3,31,0,0,59,-1,1,32,0,0,0,0,0,0,0,0,0
159,1,1,0,0,0,0,0,0,0,0,0,0,0,12578.61635,159,0,159,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,6289.308176,6289.308176,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,374,32832,0,32,0,0,0,0,0,0,0,0,0
161203,10,7,1032,4223,789,0,103.2,245.3663021,1448,0,603.2857143,716.2980558,32598.64891,105.4570945,10075.1875,16649.55428,41983,3,161203,17911.44444,23121.59235,57622,3,101805,16967.5,20792.87363,42819,49,0,0,0,0,332,232,62.03358498,43.42350949,0,1448,291.9444444,528.0568677,278844.0556,0,0,0,1,0,0,0,0,0,309.1176471,103.2,603.2857143,332,0,0,0,0,0,0,10,1032,7,4223,65535,116,5,32,0,0,0,0,0,0,0,0,0
1743442,2,1,12,6,6,6,6,0,6,6,6,0,10.32440425,1.720734042,871721,1232747.335,1743405,37,1743442,1743442,0,1743442,1743442,0,0,0,0,0,0,0,0,0,40,20,1.147156028,0.573578014,6,6,6,0,0,0,0,0,0,1,0,0,0,0,8,6,6,40,0,0,0,0,0,0,2,12,1,6,13957,65535,1,20,0,0,0,0,0,0,0,0,0
2,2,0,12,0,6,6,6,0,0,0,0,0,6000000,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,40,0,1000000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,1025,-1,1,20,0,0,0,0,0,0,0,0,0
85813733,14,11,3650,3235,735,0,260.7142857,308.8094829,1213,0,294.0909091,426.124971,80.23191346,0.291328662,3575572.208,11829583.69,44946137,124,85813733,6601056.385,15707647,44946137,126,85743568,8574356.8,17634882.5,45019817,354,0,0,0,0,292,244,0.163144051,0.128184611,0,1213,264.8076923,354.1377155,125413.5215,0,0,0,1,0,0,0,0,0,275.4,260.7142857,294.0909091,292,0,0,0,0,0,0,14,3650,11,3235,8192,1163,13,20,84173.5,86564.71926,145384,22963,41857186,4368436.398,44946137,38768235,0
23712081,36,30,2540,36156,583,0,70.55555556,155.4336688,2896,0,1205.2,627.4588817,1631.910755,2.783391302,364801.2462,1747228.593,10030725,6,23712081,677488.0286,2353410.698,10047844,66,13664150,471177.5862,1865718.874,10025387,49,0,0,0,0,1160,968,1.518213437,1.265177864,0,2896,577.5522388,714.2328218,510128.5237,0,0,0,1,0,0,0,0,0,586.3030303,70.55555556,1205.2,1160,0,0,0,0,0,0,36,2540,30,36156,29200,130,8,32,1836532.5,2573039.247,3655946,17119,10019475,15909.90258,10030725,10008225,0
4815,3,0,18,0,6,6,6,0,0,0,0,0,3738.317757,623.0529595,2407.5,2898.430696,4457,358,4815,2407.5,2898.430696,4457,358,0,0,0,0,0,0,0,0,0,60,0,623.0529595,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,8,6,0,60,0,0,0,0,0,0,3,18,0,0,1026,-1,2,20,0,0,0,0,0,0,0,0,0
17657413,7,6,612,3281,342,0,87.42857143,143.8272774,1460,0,546.8333333,714.5769145,220.4739732,0.736234691,1471451.083,5053100.242,17517119,2,17657413,2942902.167,7139929.055,17517119,2698,65755,13151,17084.74166,32474,2,0,0,0,0,152,132,0.396434064,0.339800627,0,1460,278.0714286,514.583695,264796.3791,0,0,0,1,0,0,0,0,0,299.4615385,87.42857143,546.8333333,152,0,0,0,0,0,0,7,612,6,3281,8192,4358,6,20,0,0,0,0,0,0,0,0,0
234929,66,118,930,169380,453,0,14.09090909,65.70370023,3178,0,1435.423729,364.3189034,724942.4294,783.2153544,1283.765027,5074.559461,33007,1,234929,3614.292308,8416.778757,33645,1,200788,1716.136752,6491.309807,49483,47,0,0,0,0,2124,3784,280.9359423,502.2794121,0,3178,920.5945946,745.1601834,555263.6989,0,0,0,1,0,0,0,0,1,925.5978261,14.09090909,1435.423729,2124,0,0,0,0,0,0,66,930,118,169380,65535,122,6,32,0,0,0,0,0,0,0,0,0
182,2,0,12,0,6,6,6,0,0,0,0,0,65934.06593,10989.01099,182,0,182,182,182,182,0,182,182,0,0,0,0,0,0,0,0,0,40,0,10989.01099,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,40905,-1,1,20,0,0,0,0,0,0,0,0,0
5207026,3,1,12,0,6,0,4,3.464101615,0,0,0,0,2.304578468,0.768192823,1735675.333,2977253.321,5173457,44,5207026,2603513,3634449.659,5173457,33569,0,0,0,0,0,0,0,0,0,72,28,0.576144617,0.192048206,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3,4,0,72,0,0,0,0,0,0,3,12,1,0,8192,4380,2,20,0,0,0,0,0,0,0,0,0
119367714,24,22,1081,14851,517,0,45.04166667,124.8074967,2920,0,675.0454545,1077.149787,133.4699264,0.385363835,2652615.867,4306708.973,10001829,4,119367714,5189900.609,4922624.588,10096743,4,114691268,5461488.952,5036094.522,10096803,91,0,0,0,0,492,584,0.201059392,0.184304443,0,2920,338.9787234,799.4119439,639059.4561,0,0,0,1,0,0,0,0,0,346.3478261,45.04166667,675.0454545,492,0,0,0,0,0,0,24,1081,22,14851,8192,980,23,20,425861.1818,1097404.123,3734659,94730,10000604.55,876.5949308,10001829,9999627,0
5560736,7,4,617,164,517,0,88.14285714,189.9889721,152,0,41,74.05403433,140.4490341,1.97815541,556073.6,1723411.633,5460695,3,5560736,926789.3333,2250340.42,5520235,3,80349,26783,30305.80788,59937,508,0,0,0,0,160,92,1.25882617,0.71932924,0,517,65.08333333,148.7233297,22118.62879,0,0,0,1,0,0,0,0,0,71,88.14285714,41,160,0,0,0,0,0,0,7,617,4,164,29200,30,6,20,100038,0,100038,100038,5460695,0,5460695,5460695,0
5687789,8,5,613,4413,342,0,76.625,125.6877509,2920,0,882.6,1287.525844,883.6474068,2.285598147,473982.4167,1602467.9,5562257,3,5687789,812541.2857,2094601.334,5562257,3,52412,13103,13016.16218,24349,238,0,0,0,0,172,108,1.406521937,0.879076211,0,2920,359,826.4392574,683001.8462,0,0,0,1,0,0,0,0,0,386.6153846,76.625,882.6,172,0,0,0,0,0,0,8,613,5,4413,8192,4916,7,20,125529,0,125529,125529,5562257,0,5562257,5562257,0
49468,5,3,886,523,886,0,177.2,396.2312456,523,0,174.3333333,301.9541908,28483.05976,161.7207083,7066.857143,11146.28411,23400,4,49468,12367,13913.39386,25464,322,25801,12900.5,15330.78212,23741,2060,0,0,0,0,172,104,101.0754427,60.64526563,0,886,156.5555556,323.6391166,104742.2778,0,0,0,1,0,0,0,0,0,176.125,177.2,174.3333333,172,0,0,0,0,0,0,5,886,3,523,65535,61,1,32,0,0,0,0,0,0,0,0,0
197200,7,4,369,3010,194,0,52.71428571,76.51734942,1544,0,752.5,866.1306676,17134.88844,55.78093306,19720,36671.41788,89562,88,197200,32866.66667,44502.25866,91655,273,92369,30789.66667,51629.31813,90399,190,0,0,0,0,152,92,35.4969574,20.28397566,0,1544,281.5833333,573.5600877,328971.1742,0,0,0,1,0,0,0,0,0,307.1818182,52.71428571,752.5,152,0,0,0,0,0,0,7,369,4,3010,8192,54,6,20,0,0,0,0,0,0,0,0,0
49103,1,1,42,58,42,42,42,0,58,58,58,0,2036.535446,40.73070892,49103,0,49103,49103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,20.36535446,20.36535446,42,58,47.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,71,42,58,20,0,0,0,0,0,0,1,42,1,58,-1,-1,0,20,0,0,0,0,0,0,0,0,0
1,2,0,12,0,6,6,6,0,0,0,0,0,12000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2000000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,5467,-1,1,20,0,0,0,0,0,0,0,0,0
101559690,2,2,93,194,47,46,46.5,0.707106781,106,88,97,12.72792206,2.825924341,0.039385705,33853230,58555305.87,101467071,31315,101528375,101528375,0,101528375,101528375,101498386,101498386,0,101498386,101498386,0,0,0,0,52,64,0.019692853,0.019692853,46,106,66.8,28.29664291,800.7,0,0,0,0,0,0,0,0,1,83.5,46.5,97,52,0,0,0,0,0,0,2,93,2,194,-1,-1,1,20,61304,0,61304,61304,101467071,0,101467071,101467071,0
41670262,9,8,2018,1024,2018,0,224.2222222,672.6666667,1024,0,128,362.038672,73.00170083,0.407964798,2604391.375,4418256.483,10019919,42,41670262,5208782.75,5288636.91,10208082,1757,40990181,5855740.143,5417856.958,10208475,224,0,0,0,0,296,264,0.215981363,0.191983434,0,2018,169,520.5654166,270988.3529,0,0,0,1,0,0,0,0,0,178.9411765,224.2222222,128,296,0,0,0,0,0,0,9,2018,8,1024,29200,80,1,32,236406.5,96333.71583,380907,188163,10011060.5,11169.06816,10019919,9996691,0
98658380,29,27,6473,17007,730,0,223.2068966,264.4421864,2636,0,629.8888889,632.3117131,237.9929612,0.56761524,1793788.727,7245334.808,44997940,1,98658380,3523513.571,9933824.012,44997940,2387,98588057,3791848.346,10294929.76,45048228,1,0,0,0,0,592,564,0.293943606,0.273671633,0,2636,411.9298246,514.7559706,264973.7093,0,0,0,1,0,0,0,0,0,419.2857143,223.2068966,629.8888889,592,0,0,0,0,0,0,29,6473,27,17007,8192,163,28,20,5902068,7150998.846,14039134,617845,26960097.67,19707201.19,44997940,5926562,0
51480,2,0,12,0,6,6,6,0,0,0,0,0,233.1002331,38.85003885,51480,0,51480,51480,51480,51480,0,51480,51480,0,0,0,0,0,0,0,0,0,40,0,38.85003885,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,0
63971095,4,4,192,192,48,48,48,0,48,48,48,0,6.002711068,0.125056481,9138727.857,24178681.71,63970824,3,63970954,21323651.33,36933642.32,63970948,3,63970971,21323657,36933652.13,63970965,3,0,0,0,0,80,80,0.06252824,0.06252824,48,48,48,0,0,0,0,0,0,0,0,0,0,1,54,48,48,80,0,0,0,0,0,0,4,192,4,192,-1,-1,3,20,127,0,127,127,63970824,0,63970824,63970824,0
10197346,13,11,804,6360,402,0,61.84615385,120.0845856,1460,0,578.1818182,659.0254651,702.5357382,2.353553562,443362.8696,2074589.337,9959903,9,10197346,849778.8333,2869049.124,9959903,48,10162439,1016243.9,3156703.477,10000212,47,0,0,0,0,280,228,1.274841513,1.078712049,0,1460,286.56,507.8645718,257926.4233,0,0,0,1,0,0,0,0,0,298.5,61.84615385,578.1818182,280,0,0,0,0,0,0,13,804,11,6360,29200,5130,12,20,234905,0,234905,234905,9959903,0,9959903,9959903,0
327371,15,10,1271,4666,613,0,84.73333333,166.7617919,1448,0,466.6,574.6589713,18135.38768,76.36595789,13640.45833,26873.18137,116154,1,327371,23383.64286,40264.1107,148804,1,293907,32656.33333,44083.80333,116154,4,0,0,0,0,492,328,45.81957473,30.54638316,0,1448,228.3461538,414.2747825,171623.5954,0,0,0,1,0,0,0,0,0,237.48,84.73333333,466.6,492,0,0,0,0,0,0,15,1271,10,4666,65535,64,7,32,0,0,0,0,0,0,0,0,0
619421,14,11,828,5706,357,0,59.14285714,112.8803704,1398,0,518.7272727,608.3481061,10548.56067,40.36027193,25809.20833,49458.97863,149216,1,619421,47647.76923,60978.65778,152695,1,507644,50764.4,63215.07761,149984,48,0,0,0,0,460,360,22.60175228,17.75851965,0,1398,251.3076923,457.5282959,209332.1415,0,0,0,1,0,0,0,0,0,261.36,59.14285714,518.7272727,460,0,0,0,0,0,0,14,828,11,5706,65535,3763,6,32,0,0,0,0,0,0,0,0,0
77178,24,23,1252,26069,901,0,52.16666667,183.3219232,1460,0,1133.434783,568.6049776,353999.8445,608.9818342,1677.782609,4266.258777,15814,1,77178,3355.565217,6576.103874,22137,1,61564,2798.363636,5652.199627,17854,1,0,0,0,0,504,472,310.9694473,298.0123869,0,1460,569.1875,683.3563494,466975.9003,0,0,0,1,0,0,0,0,0,581.2978723,52.16666667,1133.434783,504,0,0,0,0,0,0,24,1252,23,26069,65535,32,23,20,0,0,0,0,0,0,0,0,0
73,2,0,12,0,6,6,6,0,0,0,0,0,164383.5616,27397.26027,73,0,73,73,73,73,0,73,73,0,0,0,0,0,0,0,0,0,40,0,27397.26027,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,2036,-1,1,20,0,0,0,0,0,0,0,0,0
423084,10,7,1299,7197,919,0,129.9,287.2062557,2896,0,1028.142857,992.1072571,20081.11864,40.18114606,26442.75,45687.05233,107801,3,423084,47009.33333,54805.48593,108257,3,322806,53801,58818.31797,114209,179,0,0,0,0,328,232,23.63596827,16.54517779,0,2896,472,774.8328093,600365.8824,0,0,0,1,0,0,0,0,0,499.7647059,129.9,1028.142857,328,0,0,0,0,0,0,10,1299,7,7197,29200,10,4,32,0,0,0,0,0,0,0,0,0
60954,1,1,49,218,49,49,49,0,218,218,218,0,4380.352397,32.81162844,60954,0,60954,60954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16.40581422,16.40581422,49,218,105.3333333,97.57219549,9520.333333,0,0,0,0,0,0,0,0,1,158,49,218,20,0,0,0,0,0,0,1,49,1,218,-1,-1,0,20,0,0,0,0,0,0,0,0,0
187,2,2,98,130,49,49,49,0,65,65,65,0,1219251.337,21390.37433,62.33333333,67.64860186,136,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,10695.18717,10695.18717,49,65,55.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,69.25,49,65,64,0,0,0,0,0,0,2,98,2,130,-1,-1,1,32,0,0,0,0,0,0,0,0,0
3,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,12333333.33,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,64,0,666666.6667,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,972,-1,0,32,0,0,0,0,0,0,0,0,0
2945,2,0,12,0,6,6,6,0,0,0,0,0,4074.702886,679.1171477,2945,0,2945,2945,2945,2945,0,2945,2945,0,0,0,0,0,0,0,0,0,40,0,679.1171477,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,30,-1,1,20,0,0,0,0,0,0,0,0,0
31830,1,1,81,209,81,81,81,0,209,209,209,0,9110.901665,62.83380459,31830,0,31830,31830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,31.41690229,31.41690229,81,209,123.6666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,185.5,81,209,20,0,0,0,0,0,0,1,81,1,209,-1,-1,0,20,0,0,0,0,0,0,0,0,0
320819,3,0,65,0,53,6,21.66666667,27.13546265,0,0,0,0,202.6064541,9.351067113,160409.5,226847.6336,320815,4,320819,160409.5,226847.6336,320815,4,0,0,0,0,0,0,0,0,0,60,0,9.351067113,0,6,53,17.75,23.5,552.25,0,0,0,0,1,0,0,0,0,23.66666667,21.66666667,0,60,0,0,0,0,0,0,3,65,0,0,63542,-1,2,20,0,0,0,0,0,0,0,0,0
47517,1,1,94,222,94,94,94,0,222,222,222,0,6650.251489,42.0901993,47517,0,47517,47517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,21.04509965,21.04509965,94,222,136.6666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,205,94,222,20,0,0,0,0,0,0,1,94,1,222,-1,-1,0,20,0,0,0,0,0,0,0,0,0
5603460,9,6,589,4413,342,0,65.44444444,121.8924845,1448,0,735.5,778.7984977,892.6627477,2.676917476,400247.1429,1462961.625,5482944,2,5603460,700432.5,1932566.556,5482944,47,54898,10979.6,13264.38858,25739,192,0,0,0,0,296,200,1.606150486,1.07076699,0,1448,312.625,569.9155347,324803.7167,0,0,0,1,0,0,0,0,0,333.4666667,65.44444444,735.5,296,0,0,0,0,0,0,9,589,6,4413,29200,4916,3,32,120469,0,120469,120469,5482944,0,5482944,5482944,0
6900295,9,3,1180,167,517,0,131.1111111,220.3431667,161,0,55.66666667,91.27065976,195.2090454,1.739056084,627299.5455,1181866.85,4003564,17,6900295,862536.875,1455589.575,4314064,17,1623653,811826.5,708247.3444,1312633,311020,0,0,0,0,220,72,1.304292063,0.434764021,0,517,103.6153846,189.1884151,35792.25641,0,0,0,1,0,0,0,0,0,112.25,131.1111111,55.66666667,220,0,0,0,0,0,0,9,1180,3,167,29200,123,7,20,0,0,0,0,0,0,0,0,0
126166,6,6,352,3782,208,0,58.66666667,87.86049548,1460,0,630.3333333,677.2171488,32766.35544,95.11278791,11469.63636,18410.31835,40449,49,126166,25233.2,22136.79325,43235,97,85822,17164.4,22060.30481,42502,49,0,0,0,0,132,132,47.55639396,47.55639396,0,1460,318,533.9843943,285139.3333,0,0,0,1,0,0,0,0,1,344.5,58.66666667,630.3333333,132,0,0,0,0,0,0,6,352,6,3782,8192,60,5,20,0,0,0,0,0,0,0,0,0
227,2,2,68,380,34,34,34,0,190,190,190,0,1973568.282,17621.14537,75.66666667,89.75707957,176,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,40,8810.572687,8810.572687,34,190,96.4,85.44471897,7300.8,0,0,0,0,0,0,0,0,1,120.5,34,190,40,0,0,0,0,0,0,2,68,2,380,-1,-1,1,20,0,0,0,0,0,0,0,0,0
31539,5,3,410,328,410,0,82,183.3575742,328,0,109.3333333,189.3708883,23399.60049,253.6542059,4505.571429,7214.78551,15090,48,31539,7884.75,8614.042,15503,320,15869,7934.5,10631.35046,15452,417,0,0,0,0,172,104,158.5338787,95.12032721,0,410,82,164,26896,0,0,0,1,0,0,0,0,0,92.25,82,109.3333333,172,0,0,0,0,0,0,5,410,3,328,65535,59,1,32,0,0,0,0,0,0,0,0,0
